user_id,content_id,view_start_time,device_type,view_end_time,region
4736,11,27-03-2025 00:51,Laptop,27-03-2025 03:24,West India
2682,48,03-08-2025 14:36,Laptop,03-08-2025 16:55,South India
2807,263,08-07-2025 06:53,Mobile,08-07-2025 08:42,West India
3770,257,06-10-2025 16:45,Tablet,06-10-2025 18:39,West India
2256,87,20-06-2025 02:24,Mobile,20-06-2025 04:56,South India
4411,32,28-02-2025 17:41,Smart TV,28-02-2025 18:49,South India
901,143,16-04-2025 21:14,Smart TV,16-04-2025 21:31,North India
1751,92,25-02-2025 11:08,Smart TV,25-02-2025 13:34,West India
4900,189,09-12-2024 14:03,Mobile,09-12-2024 14:23,East India
3296,78,27-05-2025 01:16,Laptop,27-05-2025 02:07,South India
3160,34,24-01-2025 12:26,Mobile,24-01-2025 14:54,South India
1453,148,18-09-2025 02:28,Laptop,18-09-2025 04:55,South India
1244,118,04-07-2025 13:55,Tablet,04-07-2025 14:04,West India
2323,24,17-09-2025 19:31,Smart TV,17-09-2025 21:48,South India
1671,28,25-05-2025 02:45,Smart TV,25-05-2025 03:34,North India
2028,267,05-10-2025 06:55,Laptop,05-10-2025 08:28,North India
1769,243,07-03-2025 17:51,Mobile,07-03-2025 19:35,East India
3664,214,24-12-2024 01:29,Smart TV,24-12-2024 03:55,West India
2303,38,18-04-2025 22:52,Laptop,19-04-2025 00:46,South India
1170,209,08-05-2025 19:03,Mobile,08-05-2025 20:12,West India
4711,214,12-02-2025 13:04,Laptop,12-02-2025 16:00,East India
2433,129,02-03-2025 13:57,Smart TV,02-03-2025 14:37,South India
387,121,02-10-2025 03:34,Mobile,02-10-2025 03:56,South India
2431,212,07-05-2025 08:30,Smart TV,07-05-2025 09:46,East India
3349,161,30-05-2025 21:49,Mobile,30-05-2025 23:26,South India
1406,109,12-07-2025 23:43,Tablet,13-07-2025 00:31,East India
124,65,23-03-2025 16:52,Tablet,23-03-2025 18:20,North India
3998,64,29-01-2025 10:58,Smart TV,29-01-2025 11:46,North India
3453,9,14-04-2025 04:21,Tablet,14-04-2025 04:26,West India
3897,32,22-08-2025 01:16,Mobile,22-08-2025 02:31,North India
1625,125,24-06-2025 04:42,Laptop,24-06-2025 06:04,West India
1182,282,06-06-2025 16:26,Tablet,06-06-2025 16:32,East India
728,109,20-09-2025 07:35,Smart TV,20-09-2025 07:47,East India
3885,170,05-06-2025 10:27,Tablet,05-06-2025 12:49,South India
3671,176,21-12-2024 20:07,Tablet,21-12-2024 20:20,East India
1142,245,07-04-2025 06:00,Smart TV,07-04-2025 06:11,East India
2376,256,04-03-2025 03:09,Smart TV,04-03-2025 05:56,West India
4032,286,07-09-2025 21:08,Smart TV,07-09-2025 23:56,North India
359,232,25-06-2025 06:23,Laptop,25-06-2025 06:29,West India
3743,151,05-06-2025 14:59,Laptop,05-06-2025 15:26,East India
2845,103,21-11-2024 05:03,Mobile,21-11-2024 06:31,East India
4539,25,21-02-2025 08:32,Tablet,21-02-2025 10:01,North India
2212,141,02-03-2025 23:39,Tablet,03-03-2025 01:37,North India
973,153,13-03-2025 02:11,Mobile,13-03-2025 02:41,East India
361,273,14-11-2024 04:33,Laptop,14-11-2024 06:13,South India
2633,108,14-09-2025 01:36,Mobile,14-09-2025 04:30,West India
3191,27,03-07-2025 06:50,Tablet,03-07-2025 08:50,West India
4949,139,14-01-2025 01:56,Tablet,14-01-2025 02:23,East India
1625,134,25-07-2025 19:00,Tablet,25-07-2025 20:22,West India
3929,79,16-07-2025 21:49,Smart TV,17-07-2025 00:38,East India
1757,293,29-05-2025 06:30,Mobile,29-05-2025 08:39,North India
241,224,19-09-2025 10:52,Tablet,19-09-2025 11:26,North India
4762,216,12-04-2025 13:30,Mobile,12-04-2025 14:37,East India
976,203,16-10-2025 11:54,Mobile,16-10-2025 12:29,South India
4319,106,14-11-2024 04:54,Laptop,14-11-2024 06:11,East India
2314,165,17-03-2025 05:15,Tablet,17-03-2025 08:09,West India
1306,202,15-01-2025 17:25,Tablet,15-01-2025 19:31,North India
788,10,26-12-2024 06:50,Mobile,26-12-2024 08:52,North India
2429,257,30-09-2025 21:44,Smart TV,30-09-2025 23:16,North India
556,237,21-10-2025 01:49,Tablet,21-10-2025 03:33,North India
2110,52,22-11-2024 13:10,Smart TV,22-11-2024 14:09,West India
4943,215,13-01-2025 01:20,Mobile,13-01-2025 02:11,West India
2650,146,14-04-2025 02:31,Smart TV,14-04-2025 04:11,South India
1560,261,03-01-2025 13:07,Mobile,03-01-2025 15:20,North India
4236,223,07-05-2025 11:43,Mobile,07-05-2025 12:43,South India
1364,103,25-11-2024 12:48,Smart TV,25-11-2024 13:03,East India
3960,212,13-04-2025 10:05,Tablet,13-04-2025 11:41,North India
590,48,14-04-2025 18:46,Laptop,14-04-2025 19:15,West India
1750,289,02-03-2025 22:22,Smart TV,03-03-2025 01:17,South India
541,185,13-06-2025 01:41,Mobile,13-06-2025 03:49,West India
2423,103,02-07-2025 01:57,Mobile,02-07-2025 04:35,North India
291,224,26-10-2025 13:15,Tablet,26-10-2025 15:53,North India
2091,281,04-12-2024 02:59,Tablet,04-12-2024 03:11,South India
3936,300,17-11-2024 09:00,Smart TV,17-11-2024 10:58,West India
3959,91,02-10-2025 12:38,Smart TV,02-10-2025 15:33,West India
3860,111,09-06-2025 18:21,Tablet,09-06-2025 21:16,North India
1256,128,18-01-2025 22:13,Laptop,18-01-2025 22:31,South India
8,251,23-02-2025 10:18,Mobile,23-02-2025 12:38,South India
1658,196,05-06-2025 23:43,Smart TV,06-06-2025 00:29,North India
4579,153,30-09-2025 01:53,Smart TV,30-09-2025 02:00,East India
4429,279,16-02-2025 11:29,Laptop,16-02-2025 12:15,North India
1257,120,29-03-2025 14:36,Smart TV,29-03-2025 17:23,East India
3951,284,31-05-2025 08:02,Tablet,31-05-2025 08:58,East India
1040,264,20-12-2024 21:21,Laptop,20-12-2024 22:10,West India
2117,225,05-09-2025 11:02,Smart TV,05-09-2025 13:01,North India
685,254,04-02-2025 08:28,Laptop,04-02-2025 10:11,East India
4019,157,10-11-2024 13:35,Mobile,10-11-2024 13:41,North India
1798,184,14-06-2025 09:25,Mobile,14-06-2025 10:46,South India
1825,15,17-10-2025 01:09,Laptop,17-10-2025 02:57,West India
3535,293,07-06-2025 22:10,Mobile,08-06-2025 00:31,North India
63,120,20-06-2025 22:30,Mobile,20-06-2025 23:22,North India
261,248,14-06-2025 02:33,Smart TV,14-06-2025 05:23,South India
3572,118,23-01-2025 03:00,Mobile,23-01-2025 03:54,South India
3193,92,16-10-2025 03:29,Laptop,16-10-2025 04:42,South India
4954,36,26-07-2025 21:31,Laptop,26-07-2025 22:00,East India
1489,12,18-09-2025 18:58,Mobile,18-09-2025 21:43,West India
1131,28,26-11-2024 08:02,Laptop,26-11-2024 08:52,East India
4276,289,18-03-2025 11:12,Smart TV,18-03-2025 13:36,North India
355,75,16-05-2025 17:25,Smart TV,16-05-2025 17:39,West India
2775,79,08-03-2025 20:26,Laptop,08-03-2025 22:56,West India
589,211,27-07-2025 07:08,Tablet,27-07-2025 09:04,West India
605,183,22-09-2025 19:01,Mobile,22-09-2025 21:13,North India
2229,79,08-06-2025 09:39,Smart TV,08-06-2025 11:44,East India
174,201,12-06-2025 08:48,Smart TV,12-06-2025 10:26,West India
354,205,10-02-2025 09:08,Mobile,10-02-2025 09:58,South India
3291,29,08-07-2025 16:38,Tablet,08-07-2025 17:01,North India
434,282,29-06-2025 10:21,Tablet,29-06-2025 12:33,North India
2953,23,23-08-2025 12:51,Tablet,23-08-2025 15:31,South India
259,17,13-05-2025 07:57,Mobile,13-05-2025 10:33,South India
868,133,20-02-2025 01:42,Tablet,20-02-2025 02:50,West India
2607,59,30-09-2025 00:25,Smart TV,30-09-2025 01:49,North India
3646,144,08-10-2025 06:03,Mobile,08-10-2025 07:36,North India
596,103,26-08-2025 02:32,Laptop,26-08-2025 03:35,South India
394,94,21-12-2024 12:22,Smart TV,21-12-2024 14:10,East India
4432,261,13-06-2025 05:56,Mobile,13-06-2025 07:12,South India
2111,282,25-03-2025 08:40,Mobile,25-03-2025 09:13,North India
3865,171,20-04-2025 21:51,Smart TV,21-04-2025 00:06,East India
4140,126,12-10-2025 11:29,Mobile,12-10-2025 11:35,West India
2201,86,10-02-2025 05:25,Mobile,10-02-2025 06:47,West India
3998,186,16-11-2024 00:17,Mobile,16-11-2024 01:21,North India
3854,109,07-01-2025 08:48,Smart TV,07-01-2025 09:45,East India
4950,2,04-11-2025 18:22,Laptop,04-11-2025 18:49,North India
3755,44,02-05-2025 23:34,Mobile,03-05-2025 00:30,North India
4371,204,12-09-2025 12:01,Smart TV,12-09-2025 13:52,South India
3430,106,03-04-2025 06:21,Smart TV,03-04-2025 08:53,South India
4522,219,31-10-2025 18:46,Tablet,31-10-2025 19:24,South India
4579,109,15-11-2024 07:07,Laptop,15-11-2024 09:51,East India
214,44,28-11-2024 16:50,Tablet,28-11-2024 17:21,East India
2127,217,10-11-2024 14:23,Mobile,10-11-2024 16:45,North India
139,91,01-02-2025 00:27,Tablet,01-02-2025 02:36,North India
4194,81,28-11-2024 04:33,Smart TV,28-11-2024 07:19,West India
3961,185,01-08-2025 07:22,Mobile,01-08-2025 09:24,East India
664,134,24-03-2025 07:20,Tablet,24-03-2025 10:04,North India
2833,299,17-08-2025 01:17,Tablet,17-08-2025 03:22,North India
1074,44,10-04-2025 23:05,Mobile,11-04-2025 01:59,West India
4575,66,01-09-2025 10:05,Smart TV,01-09-2025 12:30,West India
4023,19,31-07-2025 23:37,Tablet,01-08-2025 00:09,East India
162,243,15-04-2025 23:30,Laptop,16-04-2025 01:31,South India
1501,248,19-12-2024 21:33,Smart TV,20-12-2024 00:16,South India
3179,4,28-06-2025 07:58,Mobile,28-06-2025 10:18,South India
4491,97,21-10-2025 10:54,Tablet,21-10-2025 12:26,East India
4897,96,14-10-2025 00:15,Laptop,14-10-2025 02:39,South India
186,210,08-09-2025 17:09,Smart TV,08-09-2025 18:24,West India
4654,236,29-06-2025 23:44,Mobile,30-06-2025 01:42,North India
1981,137,28-03-2025 13:39,Mobile,28-03-2025 15:43,West India
4542,48,18-07-2025 20:48,Smart TV,18-07-2025 22:31,West India
3989,164,28-01-2025 07:27,Laptop,28-01-2025 10:09,East India
830,195,17-11-2024 01:38,Smart TV,17-11-2024 03:22,East India
3520,274,30-10-2025 05:08,Mobile,30-10-2025 07:35,North India
3512,296,29-03-2025 04:03,Mobile,29-03-2025 06:31,West India
3329,181,09-04-2025 19:21,Smart TV,09-04-2025 19:39,North India
3349,114,04-03-2025 01:27,Tablet,04-03-2025 02:04,South India
2486,62,18-12-2024 01:27,Smart TV,18-12-2024 04:25,North India
4612,126,15-06-2025 01:03,Laptop,15-06-2025 03:15,North India
1226,163,19-02-2025 17:45,Mobile,19-02-2025 19:51,South India
4852,185,04-09-2025 07:50,Tablet,04-09-2025 09:44,West India
2845,140,17-06-2025 21:47,Mobile,17-06-2025 23:12,East India
2734,243,23-01-2025 18:10,Smart TV,23-01-2025 18:47,West India
4421,49,26-09-2025 22:25,Mobile,27-09-2025 01:15,North India
3997,150,29-04-2025 13:31,Tablet,29-04-2025 14:37,East India
2671,90,08-06-2025 14:22,Mobile,08-06-2025 17:02,South India
4783,278,26-07-2025 14:26,Smart TV,26-07-2025 17:20,East India
1499,296,04-10-2025 09:24,Smart TV,04-10-2025 11:57,North India
1689,147,24-10-2025 19:02,Mobile,24-10-2025 20:42,West India
2448,53,04-03-2025 14:33,Laptop,04-03-2025 15:56,North India
868,286,27-04-2025 02:58,Smart TV,27-04-2025 04:00,West India
4313,154,03-05-2025 15:51,Smart TV,03-05-2025 16:20,North India
3009,150,19-06-2025 12:28,Tablet,19-06-2025 13:59,West India
3525,61,30-11-2024 11:11,Laptop,30-11-2024 11:22,North India
2013,73,24-05-2025 13:34,Mobile,24-05-2025 16:18,West India
240,58,01-09-2025 23:07,Mobile,01-09-2025 23:35,North India
48,29,15-05-2025 17:03,Tablet,15-05-2025 17:30,East India
4050,224,31-10-2025 07:25,Laptop,31-10-2025 10:16,East India
3458,53,17-08-2025 08:50,Laptop,17-08-2025 11:07,West India
3280,159,30-10-2025 15:26,Laptop,30-10-2025 16:30,West India
3229,288,17-11-2024 22:18,Smart TV,18-11-2024 00:43,East India
1249,9,22-07-2025 04:45,Tablet,22-07-2025 05:21,North India
1168,37,26-12-2024 07:17,Smart TV,26-12-2024 10:15,West India
3491,264,04-06-2025 12:06,Smart TV,04-06-2025 14:02,West India
4971,68,12-05-2025 16:50,Tablet,12-05-2025 18:06,East India
1898,273,12-01-2025 06:24,Laptop,12-01-2025 07:30,South India
3537,21,20-04-2025 07:25,Laptop,20-04-2025 08:01,East India
2180,48,17-10-2025 09:48,Mobile,17-10-2025 11:15,West India
4721,265,17-07-2025 23:16,Laptop,18-07-2025 00:42,South India
1971,252,18-09-2025 11:01,Mobile,18-09-2025 13:12,West India
4697,5,23-11-2024 21:58,Smart TV,23-11-2024 23:44,South India
2721,6,22-11-2024 11:35,Tablet,22-11-2024 13:24,North India
2382,230,24-12-2024 05:43,Mobile,24-12-2024 06:30,South India
1944,46,13-07-2025 10:04,Tablet,13-07-2025 10:43,South India
3147,97,28-08-2025 16:08,Tablet,28-08-2025 17:25,West India
3484,112,28-01-2025 14:20,Tablet,28-01-2025 15:11,East India
3697,207,25-04-2025 11:12,Tablet,25-04-2025 12:57,South India
2826,131,03-04-2025 23:09,Laptop,04-04-2025 01:16,West India
1828,159,21-10-2025 10:26,Tablet,21-10-2025 11:23,North India
223,103,04-08-2025 12:30,Tablet,04-08-2025 14:51,South India
1747,135,28-12-2024 01:47,Smart TV,28-12-2024 03:10,South India
530,16,28-11-2024 20:13,Tablet,28-11-2024 21:43,South India
134,92,08-02-2025 00:53,Mobile,08-02-2025 03:38,South India
3804,227,23-02-2025 17:59,Mobile,23-02-2025 18:36,North India
4487,143,02-11-2025 05:35,Mobile,02-11-2025 06:34,West India
102,263,05-03-2025 03:56,Mobile,05-03-2025 06:35,West India
3724,112,08-03-2025 00:49,Smart TV,08-03-2025 02:43,North India
2729,240,16-02-2025 05:55,Smart TV,16-02-2025 06:31,South India
2546,184,31-12-2024 10:25,Tablet,31-12-2024 11:02,West India
2559,98,01-07-2025 22:27,Laptop,02-07-2025 00:08,East India
3042,147,29-06-2025 13:09,Tablet,29-06-2025 14:41,North India
2001,206,09-11-2025 16:37,Tablet,09-11-2025 18:37,North India
949,19,27-11-2024 03:46,Smart TV,27-11-2024 06:04,South India
1569,87,12-04-2025 03:12,Laptop,12-04-2025 04:43,West India
4937,260,17-05-2025 07:13,Tablet,17-05-2025 09:33,West India
2054,192,24-02-2025 20:47,Laptop,24-02-2025 23:28,West India
3006,130,26-07-2025 17:13,Tablet,26-07-2025 17:35,South India
194,204,23-03-2025 12:58,Smart TV,23-03-2025 15:44,West India
742,23,23-04-2025 05:16,Laptop,23-04-2025 06:17,West India
3907,184,15-06-2025 07:16,Tablet,15-06-2025 07:30,South India
2960,107,26-10-2025 19:21,Smart TV,26-10-2025 20:00,South India
4569,82,06-11-2025 04:35,Mobile,06-11-2025 05:59,West India
2264,159,15-04-2025 00:52,Laptop,15-04-2025 02:24,South India
3421,268,24-09-2025 05:28,Tablet,24-09-2025 07:48,North India
2924,121,01-11-2025 07:20,Smart TV,01-11-2025 09:43,West India
3255,163,04-04-2025 16:32,Mobile,04-04-2025 18:49,North India
3240,4,13-01-2025 08:52,Laptop,13-01-2025 09:20,South India
3866,284,07-03-2025 04:56,Tablet,07-03-2025 05:36,South India
38,230,10-11-2025 09:55,Tablet,10-11-2025 12:37,South India
1699,289,25-11-2024 08:27,Tablet,25-11-2024 10:28,North India
4567,206,06-04-2025 02:08,Mobile,06-04-2025 04:58,East India
4027,5,04-01-2025 09:50,Mobile,04-01-2025 11:45,West India
3214,266,12-09-2025 03:35,Mobile,12-09-2025 04:05,West India
1784,153,08-09-2025 13:06,Tablet,08-09-2025 15:57,North India
1967,17,29-12-2024 07:20,Smart TV,29-12-2024 08:31,West India
103,243,25-12-2024 17:26,Mobile,25-12-2024 19:14,East India
42,189,16-03-2025 00:44,Mobile,16-03-2025 03:33,South India
2995,212,29-10-2025 19:49,Mobile,29-10-2025 22:15,North India
3219,289,24-03-2025 00:37,Tablet,24-03-2025 02:11,West India
2991,137,05-07-2025 18:04,Mobile,05-07-2025 19:07,West India
4289,178,30-06-2025 08:16,Mobile,30-06-2025 09:34,North India
3370,159,28-04-2025 18:04,Tablet,28-04-2025 20:39,North India
1062,174,15-10-2025 02:23,Laptop,15-10-2025 04:46,South India
2550,243,14-05-2025 20:52,Mobile,14-05-2025 22:04,South India
1677,111,02-01-2025 12:45,Laptop,02-01-2025 15:28,South India
3690,132,12-03-2025 20:29,Laptop,12-03-2025 23:22,North India
3998,31,07-11-2025 11:28,Laptop,07-11-2025 12:06,North India
326,4,24-04-2025 14:10,Mobile,24-04-2025 15:32,East India
1121,18,04-09-2025 15:53,Mobile,04-09-2025 17:26,East India
108,232,18-01-2025 14:00,Mobile,18-01-2025 15:26,North India
2679,290,20-01-2025 21:43,Laptop,20-01-2025 23:09,East India
335,48,10-11-2025 00:04,Tablet,10-11-2025 01:54,North India
2040,63,08-10-2025 10:41,Tablet,08-10-2025 12:10,North India
804,270,19-01-2025 13:41,Mobile,19-01-2025 13:46,North India
1849,90,28-12-2024 20:30,Smart TV,28-12-2024 22:40,East India
767,87,04-07-2025 20:41,Tablet,04-07-2025 21:14,North India
3528,289,13-11-2024 10:16,Smart TV,13-11-2024 12:19,North India
2307,81,19-03-2025 04:58,Laptop,19-03-2025 05:38,West India
2830,170,09-02-2025 23:21,Smart TV,10-02-2025 01:36,South India
1489,160,02-02-2025 00:41,Smart TV,02-02-2025 01:34,West India
4130,112,07-11-2025 06:10,Mobile,07-11-2025 07:56,West India
3567,99,15-07-2025 01:01,Smart TV,15-07-2025 03:49,North India
2374,171,19-07-2025 19:47,Laptop,19-07-2025 20:36,West India
837,185,24-07-2025 15:16,Mobile,24-07-2025 17:14,East India
3310,143,04-03-2025 21:07,Tablet,04-03-2025 23:53,North India
3613,243,30-04-2025 01:39,Tablet,30-04-2025 02:05,South India
4835,71,14-09-2025 08:59,Tablet,14-09-2025 10:08,North India
2792,63,21-11-2024 18:31,Smart TV,21-11-2024 19:37,North India
4213,70,18-02-2025 19:01,Mobile,18-02-2025 21:08,North India
3984,141,23-05-2025 02:37,Smart TV,23-05-2025 03:33,West India
3769,104,09-03-2025 16:46,Mobile,09-03-2025 18:17,East India
1505,146,15-05-2025 22:09,Smart TV,15-05-2025 22:39,South India
2451,163,26-10-2025 04:15,Mobile,26-10-2025 05:44,North India
3045,1,10-04-2025 08:21,Laptop,10-04-2025 09:34,East India
2034,216,08-03-2025 06:01,Smart TV,08-03-2025 06:11,West India
1700,125,08-06-2025 12:42,Laptop,08-06-2025 14:34,North India
2281,36,02-03-2025 10:12,Smart TV,02-03-2025 11:40,South India
1308,242,03-08-2025 06:41,Laptop,03-08-2025 09:29,North India
2528,208,11-09-2025 09:35,Mobile,11-09-2025 10:25,North India
3839,255,16-03-2025 20:04,Tablet,16-03-2025 22:37,South India
976,253,03-04-2025 23:12,Tablet,03-04-2025 23:59,South India
2057,165,30-06-2025 07:37,Smart TV,30-06-2025 10:24,South India
4811,122,04-02-2025 21:30,Tablet,04-02-2025 21:48,North India
2427,82,01-07-2025 16:12,Mobile,01-07-2025 16:41,East India
3675,300,29-04-2025 02:19,Smart TV,29-04-2025 05:10,East India
2429,76,17-03-2025 01:26,Tablet,17-03-2025 02:44,North India
4940,179,15-01-2025 15:45,Smart TV,15-01-2025 16:59,East India
3734,202,17-12-2024 18:55,Tablet,17-12-2024 21:19,West India
360,86,05-10-2025 17:24,Laptop,05-10-2025 18:25,West India
2224,265,26-09-2025 09:34,Tablet,26-09-2025 12:22,West India
485,69,23-09-2025 22:46,Tablet,23-09-2025 23:55,South India
1429,106,08-02-2025 08:40,Smart TV,08-02-2025 11:30,East India
2081,65,05-06-2025 21:16,Laptop,05-06-2025 21:51,North India
696,27,05-02-2025 19:44,Smart TV,05-02-2025 21:43,East India
4661,6,11-03-2025 17:35,Smart TV,11-03-2025 17:56,East India
202,117,12-11-2024 17:25,Tablet,12-11-2024 20:11,South India
3858,146,19-05-2025 07:14,Smart TV,19-05-2025 10:13,West India
1199,164,28-09-2025 20:44,Laptop,28-09-2025 21:40,West India
1268,97,12-12-2024 03:16,Tablet,12-12-2024 06:11,South India
